City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
636,Algiers,DZ,64.22,few clouds,36.7525,3.042,Sofitel Algiers Hamma Garden
637,Tesistan,MX,74.44,clear sky,20.7833,-103.4833,Hotel Hacienda La Magdalena
641,Bloemfontein,ZA,58.41,light rain,-29.1211,26.214,Protea Hotel by Marriott Bloemfontein
642,Wabag,PG,55.15,overcast clouds,-5.4781,143.7021,Shalom Inn
643,Moerai,PF,77.54,broken clouds,-22.4333,-151.3333,Le Manotel
646,Narbonne,FR,67.33,broken clouds,43.0833,2.8333,Domaine du Soleil Couchant - Bed & Breakfast in
649,Sistranda,NO,55.36,overcast clouds,63.7256,8.834,Hotell Frøya
652,Praia Da Vitoria,PT,59.18,light rain,38.7333,-27.0667,Hotel Branco I
654,Artyom,AZ,57.34,overcast clouds,40.4723,50.333,Pir hos
656,Grand Island,US,53.55,scattered clouds,40.925,-98.342,Fairfield Inn & Suites by Marriott Grand Island
658,Namie,JP,54.72,broken clouds,37.4833,141.0,いこいの村なみえ
665,Baft,IR,66.36,broken clouds,29.234,56.6057,Paeez Hotel & restaurant
666,Gat,IL,76.41,clear sky,31.61,34.7642,OlusHome
668,Havelock,US,79.95,clear sky,34.8791,-76.9013,Sherwood Motel
669,Penaflor,CL,70.39,overcast clouds,-33.6167,-70.9167,Experiencia en Parcela Agroecológica
672,Port Hedland,AU,71.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
673,Dunedin,NZ,54.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
676,Riosucio,CO,67.78,overcast clouds,5.4216,-75.7032,Finca Cafe La Ermita
679,Diveyevo,RU,54.97,overcast clouds,55.0433,43.2418,Diveyevskaya Sloboda
680,Willowmore,ZA,54.77,broken clouds,-33.2926,23.4895,Jumper's Place
686,Tulsipur,NP,76.77,clear sky,28.131,82.2973,Ekanta Hotel Pvt. Ltd
